Anio,Pais,Promedio_temperatura_c,Emisiones_CO2_TonXHab,Energia_renovable_Pct,Eventos_Extremos,Precipitaciones_mm,Area_Forestal_Pct,Aumento_Nivel_Mar_mm,Poblacion
2014,France,16.7,7.8,27.6,14,2666.0,20.3,4.1,1139899651
2015,France,29.6,1.3,48.9,8,1290.0,21.2,4.7,1379671819
2015,France,19.3,8.3,37.1,13,824.0,14.2,2.3,826741489
2015,France,13.9,17.6,24.9,9,2214.0,24.2,2.3,907108797
2015,France,30.6,4.1,16.3,13,2259.0,38.5,4.3,833635961
2015,France,14.4,10.2,5.7,13,2527.0,58.3,4.2,618908216
2016,France,32.6,18.1,49.5,10,1545.0,64.8,4.0,333230308
2017,France,28.0,7.4,20.0,3,2684.0,32.5,2.8,1280061358
2017,France,15.3,0.6,46.4,3,2181.0,55.0,2.9,342901215
2018,France,23.2,12.1,5.6,11,764.0,53.4,4.6,863465591
2018,France,18.8,3.9,23.5,10,1617.0,27.7,2.9,955697187
2018,France,24.8,5.4,24.9,5,2620.0,44.9,4.1,1267230374
2019,France,12.7,16.6,15.5,8,2548.0,54.0,4.4,358801890
2019,France,29.4,16.2,23.9,5,1537.0,32.4,1.8,57650147
2019,France,28.5,12.3,41.4,14,2720.0,60.5,3.2,1331017695
2020,France,5.1,8.5,50.0,7,1315.0,41.3,4.3,943264951
2021,France,21.9,7.1,37.9,4,2401.0,52.4,2.3,680925261
2021,France,5.5,7.7,25.5,10,2423.0,16.3,4.8,940617342
2021,France,10.4,13.8,7.9,11,2644.0,28.6,2.3,1148375055
2021,France,17.9,19.6,43.4,8,2426.0,11.9,2.4,885256390
2021,France,11.8,5.0,37.8,11,1133.0,16.3,4.1,769315232
2022,France,12.1,8.2,7.2,9,882.0,39.6,4.4,24043592
2022,France,20.2,17.4,42.9,1,2412.0,38.2,3.1,797324959
2023,France,9.8,10.9,33.7,3,545.0,49.3,4.9,1311466901
2023,France,21.4,11.2,36.5,13,926.0,15.5,4.9,343707677
2023,France,31.9,19.9,38.3,9,907.0,28.8,4.2,1004488364
2023,France,15.9,4.5,30.7,4,643.0,25.2,3.2,373729923
2000,Germany,5.1,11.2,33.7,6,2378.0,69.2,1.6,495220820
2000,Germany,14.4,0.7,30.8,5,2904.0,15.6,1.3,1357011909
2001,Germany,15.3,2.2,23.8,11,1856.0,50.5,3.9,573710142
2001,Germany,23.6,3.7,25.7,0,2144.0,46.7,4.0,293218023
2001,Germany,34.7,4.7,24.9,0,1504.0,36.9,4.4,1377569278
2001,Germany,19.2,16.3,8.9,13,1305.0,45.7,3.9,1178735383
2001,Germany,6.3,6.7,26.2,11,2378.0,50.7,3.2,1119422832
2001,Germany,30.3,9.7,18.7,14,2257.0,50.3,5.0,16901724
2002,Germany,8.1,19.7,37.3,10,2905.0,28.1,1.8,1254853974
2002,Germany,23.5,18.0,17.1,0,1413.0,64.8,1.8,512192626
2003,Germany,30.5,7.7,19.4,10,2871.0,33.5,3.0,1038669571
2004,Germany,18.0,17.3,8.8,8,1441.0,63.6,4.0,440663289
2004,Germany,28.1,18.9,49.4,3,1015.0,66.2,4.7,806325524
2004,Germany,8.7,3.1,48.5,14,1393.0,43.4,3.6,1200864257
2004,Germany,13.5,12.7,41.3,1,2794.0,66.8,3.6,489265598
2005,Germany,22.6,10.6,5.6,11,723.0,53.3,4.0,1345594489
2005,Germany,27.2,6.0,25.2,6,2297.0,36.2,2.9,950422541
2005,Germany,32.0,16.6,25.4,10,1046.0,61.6,2.0,1374002297
2006,Germany,25.0,7.9,19.2,1,1605.0,22.6,4.6,703458181
2007,Germany,26.9,5.6,12.5,4,1743.0,17.4,2.4,124079175
2007,Germany,11.0,17.6,42.9,3,2906.0,50.7,1.7,1179622755
2007,Germany,33.5,7.9,30.5,7,719.0,49.5,4.3,427187850
2007,Germany,9.8,9.8,34.0,13,1592.0,61.5,3.8,637933053
2007,Germany,21.0,13.8,14.7,10,2855.0,22.2,2.9,1064569796
2007,Germany,20.6,2.1,8.3,0,1066.0,20.1,3.7,57953426
2007,Germany,17.6,3.3,43.8,10,737.0,46.5,1.4,423388217
2008,Germany,28.1,3.7,10.7,9,2223.0,66.0,1.4,333786819
2009,Germany,6.3,0.5,49.3,3,1801.0,37.5,1.1,64317241
2009,Germany,18.1,1.2,30.8,0,967.0,54.1,3.7,1267782685
2009,Germany,10.7,18.2,13.5,0,1850.0,29.7,2.4,1303590308
2009,Germany,34.3,15.8,19.8,13,1388.0,48.9,1.3,1280706662
2009,Germany,23.0,9.9,47.6,8,629.0,25.7,1.3,1082501828
2009,Germany,19.4,2.4,22.4,5,2592.0,67.3,1.7,814653356
2010,Germany,24.9,11.2,40.7,10,1841.0,21.9,1.4,63908951
2011,Germany,24.1,17.3,41.0,3,2854.0,19.8,2.1,398407112
2012,Germany,23.4,10.9,46.2,2,790.0,21.0,2.5,1108141910
2012,Germany,19.0,9.3,11.6,13,1684.0,62.7,3.1,539924174
2013,Germany,17.9,4.8,19.4,13,1198.0,17.7,4.6,226407206
2014,Germany,21.7,17.7,48.6,10,688.0,50.4,2.9,598463676
2015,Germany,22.6,12.3,48.4,13,2354.0,13.0,3.8,55182052
2015,Germany,25.2,1.5,42.6,8,572.0,66.0,2.3,217257105
2015,Germany,8.7,1.3,39.3,11,1715.0,49.2,2.2,907925675
2016,Germany,29.9,6.9,21.4,9,2157.0,38.9,4.0,597867288
2016,Germany,18.3,4.8,32.0,4,2373.0,56.1,4.1,1180680940
2017,Germany,29.7,19.4,37.5,13,2479.0,16.3,3.7,770503180
2017,Germany,9.0,17.0,29.2,10,1326.0,69.1,2.8,934953242
2018,Germany,30.1,2.1,12.2,9,1246.0,58.8,3.5,791466287
2018,Germany,7.6,14.6,8.5,8,1418.0,34.9,2.1,1255100522
2018,Germany,22.3,18.3,46.8,0,1234.0,24.9,3.2,1016644563
2018,Germany,27.0,5.3,10.8,8,2342.0,34.2,1.5,791709171
2019,Germany,8.3,4.5,41.3,8,2101.0,29.2,4.3,567106041
2021,Germany,23.9,13.1,49.5,7,1081.0,51.9,3.9,1298244488
2021,Germany,16.2,10.4,37.1,5,1731.0,47.3,3.0,652730854
2022,Germany,12.4,19.1,9.2,1,1961.0,25.1,2.8,272039781
2022,Germany,22.9,14.9,44.6,8,654.0,10.5,3.3,1331115761
2022,Germany,27.0,19.6,44.4,3,1338.0,47.9,2.5,990503091
2022,Germany,21.5,6.4,19.5,3,1349.0,63.3,1.3,248771060
2022,Germany,13.7,1.8,45.3,10,2238.0,23.4,1.8,630704719
2023,Germany,32.4,12.0,6.0,2,1832.0,50.9,1.5,555356797
2023,Germany,13.2,16.5,7.5,6,1401.0,38.8,1.5,538799164
2023,Germany,18.3,4.2,40.2,1,2976.0,52.5,3.0,1017684486
2000,India,20.9,15.9,26.4,8,1100.0,61.3,2.6,1237433800
2000,India,15.1,18.4,10.2,11,645.0,18.5,4.5,104256346
2000,India,16.7,8.2,5.8,3,1687.0,50.7,4.7,349817800
2000,India,32.3,6.5,36.8,8,1066.0,17.5,1.2,211473371
2001,India,20.8,1.0,23.5,1,2112.0,29.3,3.8,42474142
2001,India,9.3,14.8,14.0,9,997.0,21.8,3.1,874069049
2002,India,32.0,15.0,15.7,0,1313.0,28.3,4.6,1104495874
2002,India,30.5,13.5,7.3,5,2887.0,47.2,1.8,377355052
2002,India,17.6,6.6,27.9,11,1851.0,27.9,4.5,40236300
2002,India,29.3,7.4,48.6,13,1342.0,59.5,3.5,866716200
2002,India,12.8,1.4,7.2,6,1420.0,68.1,1.2,457184922
2002,India,8.5,0.8,29.5,0,1857.0,53.8,5.0,986237569
2003,India,18.9,19.0,43.3,12,1990.0,11.5,4.4,322675191
2003,India,6.4,9.4,28.9,7,1573.0,36.8,3.8,9918562
2003,India,7.7,19.6,36.2,4,600.0,53.3,3.0,142785204
2004,India,33.3,17.5,40.9,13,690.0,48.3,2.9,357936501
2004,India,19.4,16.8,8.0,1,2636.0,40.4,4.4,990213564
2004,India,9.5,9.9,42.6,5,2410.0,33.8,2.8,668910266
2004,India,22.6,9.9,39.0,14,624.0,18.1,1.0,200614447
2005,India,7.7,6.1,21.3,9,1219.0,21.7,4.0,588745515
2005,India,32.5,2.5,39.0,0,1126.0,53.6,1.3,471324215
2005,India,7.8,12.9,31.0,12,1660.0,41.7,1.0,20339904
2005,India,11.8,12.3,31.4,3,1324.0,24.4,1.1,1011963413
2005,India,34.9,7.8,23.7,8,1959.0,58.2,3.3,442386268
2005,India,24.7,10.6,12.2,13,691.0,67.4,1.4,776502158
2005,India,34.8,15.8,12.4,1,1910.0,51.9,1.3,1287584579
2005,India,17.4,2.0,41.2,8,1462.0,42.6,4.2,13350251
2006,India,16.4,5.4,31.8,11,2452.0,22.6,3.7,30380783
2007,India,22.8,9.1,41.0,13,1143.0,18.9,1.9,1223349324
2007,India,34.0,18.1,6.8,14,1628.0,43.6,2.2,522918956
2007,India,31.2,7.8,23.8,12,2077.0,18.1,1.4,403372362
2008,India,16.3,18.7,47.8,2,2141.0,30.2,4.8,281361562
2009,India,23.1,7.0,20.8,6,2730.0,58.8,2.4,928647198
2009,India,23.4,15.8,8.3,0,777.0,53.4,4.6,534063088
2011,India,10.3,4.5,28.6,0,1530.0,62.0,4.8,575572757
2012,India,14.4,11.8,42.1,13,1390.0,23.5,1.9,1366390185
2012,India,17.7,8.3,29.3,7,563.0,60.1,4.9,294913021
2012,India,5.4,11.7,29.9,8,2011.0,25.6,4.4,574018793
2013,India,28.8,10.8,48.5,0,1404.0,15.7,1.5,867702697
2013,India,14.5,18.2,43.0,8,1231.0,37.6,2.7,1063134918
2014,India,21.9,4.2,29.0,10,2263.0,28.6,4.2,757754968
2014,India,27.5,18.5,45.4,9,667.0,10.1,3.0,894808615
2015,India,14.5,1.6,26.9,13,1493.0,57.2,4.8,813268912
2015,India,16.8,12.6,47.5,9,1189.0,52.5,2.4,970973825
2016,India,9.5,19.9,20.2,13,1951.0,34.4,3.8,926054419
2016,India,11.8,2.6,14.4,2,946.0,58.3,1.3,472080203
2016,India,31.4,17.6,17.1,5,764.0,31.1,4.1,702602016
2016,India,16.4,6.7,44.4,13,2436.0,21.1,2.2,1018037875
2017,India,14.7,5.7,49.9,8,1633.0,17.4,1.5,538949949
2017,India,21.8,9.3,39.1,7,1927.0,10.2,1.6,1113231627
2017,India,12.6,1.2,30.3,12,2677.0,58.9,3.6,1206594322
2018,India,33.8,7.9,10.5,12,2568.0,12.8,3.1,573634321
2018,India,27.4,19.1,48.6,2,2874.0,55.2,4.8,122071965
2018,India,27.3,10.6,33.0,12,2358.0,26.3,2.8,322950922
2019,India,27.7,5.1,5.9,13,2273.0,43.6,4.5,1097734281
2019,India,21.2,3.8,26.8,8,1389.0,37.4,2.3,1333758926
2019,India,16.3,9.6,9.8,12,822.0,64.9,3.3,296295792
2019,India,13.1,11.9,42.9,8,2261.0,33.1,3.2,556011992
2019,India,23.6,8.0,10.0,8,1365.0,20.2,1.2,1358019778
2020,India,9.6,5.7,11.1,8,795.0,44.9,1.2,988849880
2021,India,29.0,18.8,27.9,8,584.0,60.5,2.2,1218629667
2021,India,7.7,8.7,27.3,8,544.0,36.7,3.1,479208779
2021,India,14.0,13.7,11.8,3,2540.0,43.9,2.1,140110299
2021,India,31.4,16.6,28.3,10,1602.0,60.6,2.1,1242658359
2021,India,5.3,7.6,23.5,7,2910.0,56.6,2.0,62104574
2022,India,11.7,11.1,9.4,8,2010.0,50.2,1.2,807462613
2022,India,23.6,8.1,31.2,1,1169.0,18.0,2.4,1314459009
2022,India,14.6,18.3,45.6,7,1857.0,51.1,4.1,938604707
2023,India,31.0,17.6,25.1,8,2444.0,20.6,2.0,365927452
2023,India,22.8,17.7,40.0,9,1679.0,55.2,1.4,707948505
2000,Indonesia,10.8,13.1,48.9,9,2133.0,48.4,4.8,947854491
2000,Indonesia,29.7,7.2,5.2,8,1962.0,53.3,1.1,811864189
2000,Indonesia,31.1,11.9,12.0,2,2112.0,37.7,3.3,275452460
2000,Indonesia,20.0,18.7,23.0,0,875.0,33.5,5.0,938024200
2000,Indonesia,16.6,14.9,37.6,7,1990.0,41.7,3.7,381441078
2000,Indonesia,26.7,19.8,27.9,11,1807.0,34.5,1.8,540634691
2000,Indonesia,30.2,12.0,32.2,9,1591.0,22.8,3.0,629396369
2001,Indonesia,9.6,8.9,29.1,8,2412.0,53.9,4.5,300442653
2001,Indonesia,15.0,18.2,23.1,14,1925.0,69.4,1.1,389949929
2001,Indonesia,31.5,7.0,18.9,11,1219.0,52.5,4.5,440187461
2002,Indonesia,20.1,12.2,35.8,1,1624.0,28.5,1.7,639588420
2002,Indonesia,5.5,11.9,18.3,5,1605.0,31.0,4.6,10978954
2002,Indonesia,34.4,7.0,9.0,0,567.0,53.0,2.0,168531317
2002,Indonesia,17.2,9.1,44.2,8,904.0,69.6,3.8,462496639
2003,Indonesia,10.2,17.4,40.2,5,1989.0,65.8,1.7,1129377860
2003,Indonesia,15.2,14.6,45.8,7,2216.0,38.8,2.3,411423216
2004,Indonesia,24.0,9.6,18.9,11,2010.0,51.6,2.9,841932971
2004,Indonesia,5.7,16.6,27.5,2,2331.0,58.0,3.4,113072938
2004,Indonesia,16.3,12.5,36.4,12,2758.0,55.8,1.4,802398351
2004,Indonesia,13.0,5.3,17.3,3,2817.0,44.0,1.5,1219902888
2004,Indonesia,12.0,15.0,24.3,14,921.0,47.0,3.7,342865321
2005,Indonesia,7.8,0.6,10.9,14,654.0,56.3,2.3,673431694
2005,Indonesia,29.8,6.3,19.1,3,518.0,17.6,4.3,431162461
2006,Indonesia,12.1,8.3,40.6,14,2225.0,67.5,4.0,666108195
2006,Indonesia,22.8,17.3,26.8,2,1944.0,34.3,4.9,875175631
2006,Indonesia,26.5,2.3,35.2,12,943.0,58.5,1.8,1179906692
2006,Indonesia,21.4,7.4,29.2,10,2483.0,12.2,1.4,454764789
2007,Indonesia,33.5,17.0,26.9,12,1429.0,36.6,2.8,278626073
2007,Indonesia,30.4,8.5,16.2,1,2937.0,60.0,2.7,1144952571
2007,Indonesia,6.8,17.4,7.4,0,2681.0,30.4,1.5,1264503560
2007,Indonesia,16.6,6.5,8.6,9,740.0,26.1,3.8,914386174
2007,Indonesia,19.9,13.0,13.0,9,1412.0,29.8,1.2,318523214
2007,Indonesia,26.6,10.9,30.7,2,2032.0,18.5,1.6,1126838160
2007,Indonesia,5.8,17.7,22.9,12,1365.0,43.5,2.1,266267433
2008,Indonesia,12.3,6.4,30.6,11,671.0,38.9,1.5,262587298
2008,Indonesia,19.2,8.4,46.2,6,1473.0,51.6,1.7,490479768
2009,Indonesia,24.6,9.3,47.1,14,1079.0,57.5,1.6,91233652
2009,Indonesia,10.5,18.9,29.3,3,2994.0,50.7,1.5,1289226003
2010,Indonesia,14.4,4.9,10.4,13,2466.0,10.8,3.3,1345958932
2010,Indonesia,18.1,8.4,47.6,10,2206.0,40.2,4.1,899066343
2010,Indonesia,10.8,14.7,28.8,13,998.0,41.3,2.3,442921564
2010,Indonesia,15.7,9.4,9.0,3,1424.0,41.4,4.2,1089256242
2010,Indonesia,19.6,8.8,15.4,11,1037.0,50.1,3.4,235905387
2011,Indonesia,8.8,3.5,43.5,4,2881.0,24.0,1.6,1041970958
2011,Indonesia,13.4,9.9,21.1,9,2083.0,56.9,3.8,1358606331
2011,Indonesia,19.1,17.7,15.0,1,2507.0,62.5,3.2,1082449514
2012,Indonesia,9.8,6.3,34.1,8,794.0,15.5,1.2,1182540700
2012,Indonesia,19.6,15.2,14.5,9,1817.0,21.0,2.7,1319258942
2014,Indonesia,10.6,14.7,34.5,6,2216.0,16.4,3.4,809753207
2014,Indonesia,15.7,14.9,43.9,9,2516.0,68.7,1.5,1305532079
2014,Indonesia,15.9,9.0,30.3,8,2849.0,10.3,2.6,617022634
2014,Indonesia,8.7,4.7,36.9,4,800.0,12.4,2.2,553908390
2015,Indonesia,11.6,2.3,37.3,12,1978.0,60.7,3.4,46316734
2015,Indonesia,27.6,13.4,40.0,14,1513.0,38.3,2.1,1029993337
2015,Indonesia,27.3,2.4,46.6,7,1476.0,50.4,2.3,1132944962
2016,Indonesia,5.6,8.4,37.9,4,2082.0,19.0,2.1,227533555
2016,Indonesia,34.3,1.4,10.1,13,2783.0,16.6,1.9,578387192
2016,Indonesia,26.0,6.6,7.4,2,2981.0,43.7,3.3,117179548
2016,Indonesia,13.9,15.5,9.0,1,1495.0,64.1,1.5,972853753
2018,Indonesia,29.1,16.7,43.3,10,1382.0,52.7,1.9,1160732321
2019,Indonesia,16.6,7.4,30.4,11,1201.0,28.8,2.0,566743465
2019,Indonesia,14.5,18.1,28.8,7,2357.0,64.9,3.0,947298966
2019,Indonesia,7.8,8.9,23.3,13,2653.0,46.5,1.9,483741561
2020,Indonesia,30.0,1.7,18.5,2,551.0,10.6,2.7,633829632
2020,Indonesia,26.2,14.3,5.3,3,890.0,35.7,2.0,378091478
2020,Indonesia,21.6,18.8,11.8,4,2812.0,34.4,4.8,445421988
2021,Indonesia,18.4,11.8,35.8,0,2077.0,33.0,2.9,1280891832
2021,Indonesia,21.3,9.4,39.2,13,1670.0,15.5,2.5,495198828
2021,Indonesia,33.6,18.6,13.0,13,1191.0,68.5,4.2,884111039
2021,Indonesia,9.6,15.7,49.2,6,2355.0,37.2,1.8,744131853
2021,Indonesia,24.1,7.2,8.9,6,2718.0,31.7,4.7,827751807
2021,Indonesia,26.0,9.5,9.4,10,1141.0,44.0,4.9,916703921
2022,Indonesia,15.9,11.5,47.7,3,980.0,50.5,3.3,838390349
2023,Indonesia,28.5,16.5,16.1,12,2736.0,23.0,3.8,866280953
2023,Indonesia,27.8,9.3,19.4,10,2648.0,17.2,1.5,1330131634
2001,Japan,24.7,3.1,5.4,9,1219.0,45.4,3.9,838339418
2001,Japan,28.6,4.5,16.2,2,1166.0,56.9,3.2,509030277
2002,Japan,27.1,13.1,22.5,10,2235.0,27.5,2.5,690744654
2002,Japan,25.0,14.8,41.7,9,2530.0,52.3,3.2,824431639
2002,Japan,27.4,6.6,13.9,11,2623.0,60.3,2.4,324417204
2003,Japan,33.2,15.6,16.8,11,2562.0,11.7,4.5,252075147
2003,Japan,25.1,9.8,22.6,8,1691.0,69.0,3.4,1077312172
2003,Japan,16.6,7.1,43.0,8,2673.0,38.3,4.1,109741109
2004,Japan,7.3,17.3,31.2,8,1912.0,29.5,3.1,1263362850
2004,Japan,12.7,16.2,47.3,1,2000.0,64.3,1.6,1307202006
2004,Japan,22.6,10.4,48.0,3,1604.0,29.2,1.2,355479880
2004,Japan,17.5,9.3,41.4,10,2621.0,39.5,4.0,1350315792
2004,Japan,7.8,6.0,39.8,9,2084.0,16.2,2.3,604837682
2005,Japan,10.7,15.7,27.6,14,629.0,16.3,1.1,1328981569
2006,Japan,27.6,14.4,26.2,9,2726.0,12.9,4.8,63232362
2007,Japan,15.4,1.3,31.5,3,921.0,45.1,4.3,194923647
2008,Japan,19.4,9.3,10.8,13,2334.0,10.3,4.3,242481524
2008,Japan,14.5,14.8,22.7,13,2319.0,46.5,1.2,35139374
2008,Japan,21.4,10.7,29.8,12,1589.0,38.4,4.7,235549454
2008,Japan,10.9,4.8,28.7,1,2003.0,32.0,1.7,1296305728
2009,Japan,34.0,10.0,44.9,1,1598.0,27.9,3.3,176809981
2009,Japan,34.5,12.8,30.0,6,1319.0,10.6,3.8,52187343
2010,Japan,24.5,12.2,23.2,12,610.0,58.6,1.7,156286200
2011,Japan,22.2,15.2,12.8,8,2814.0,61.1,2.1,565411899
2011,Japan,25.0,17.6,30.3,14,1093.0,47.5,2.7,1378540228
2011,Japan,8.8,5.3,22.3,6,1880.0,14.7,3.3,552503699
2012,Japan,6.7,19.2,21.7,6,684.0,39.0,2.1,872248030
2012,Japan,14.4,17.3,12.2,3,1903.0,13.8,4.6,961408872
2014,Japan,18.9,10.7,32.2,9,2852.0,27.9,4.8,214294469
2014,Japan,25.1,16.7,26.6,3,1711.0,47.0,4.9,1146020851
2014,Japan,16.9,3.0,29.7,13,1152.0,25.8,4.2,1048951853
2014,Japan,31.9,14.9,16.5,9,992.0,46.9,2.3,1382916110
2015,Japan,12.3,5.1,10.7,12,2235.0,27.9,4.3,421082224
2015,Japan,34.1,19.1,38.8,12,1483.0,47.7,1.1,220754183
2016,Japan,6.0,19.5,11.7,13,1424.0,39.5,4.8,274995524
2016,Japan,23.4,19.0,29.3,11,1821.0,26.5,3.3,43209016
2016,Japan,8.1,11.2,26.0,14,2524.0,69.0,1.1,1144515609
2016,Japan,34.4,19.6,23.5,10,540.0,11.2,4.1,902591144
2017,Japan,22.9,11.3,42.6,2,2464.0,11.0,3.8,1335375745
2017,Japan,9.0,15.3,7.9,3,2712.0,63.8,1.9,831550186
2017,Japan,5.9,5.4,35.7,12,2833.0,54.6,2.5,606960201
2017,Japan,28.6,6.6,25.4,11,2716.0,16.5,4.6,1039025430
2017,Japan,29.8,1.9,39.4,8,1073.0,28.3,1.6,1385374585
2018,Japan,20.7,11.1,9.0,13,1659.0,25.3,3.6,465764328
2018,Japan,32.8,12.6,28.2,14,2995.0,66.1,3.5,1274619263
2018,Japan,28.4,9.9,46.4,0,1203.0,57.2,3.5,471260143
2018,Japan,5.7,18.3,41.8,1,1485.0,44.3,1.7,604216448
2018,Japan,34.0,7.2,19.3,13,2653.0,64.2,2.2,704210527
2019,Japan,15.5,6.9,28.1,4,2053.0,33.0,4.2,693961526
2019,Japan,21.3,11.9,28.6,14,865.0,69.2,3.5,912478829
2020,Japan,29.4,9.5,37.1,4,925.0,13.4,2.5,733726265
2020,Japan,9.1,15.3,41.3,11,1481.0,37.4,4.4,399126588
2021,Japan,23.8,19.5,34.9,0,1597.0,46.2,1.9,428766962
2021,Japan,31.3,2.0,22.5,1,883.0,21.1,3.5,606697131
2021,Japan,16.1,3.6,25.7,7,991.0,29.9,4.3,5467801
2021,Japan,10.1,5.0,34.8,12,1712.0,41.6,3.4,847894451
2022,Japan,31.9,9.5,46.3,5,1412.0,49.2,5.0,433898990
2022,Japan,10.4,4.8,21.8,6,2127.0,25.9,1.1,1360173043
2022,Japan,29.8,19.9,34.9,11,2210.0,28.6,1.3,968059240
2022,Japan,7.1,16.3,20.9,1,1049.0,69.5,3.2,521147693
2022,Japan,8.7,3.9,16.3,4,2766.0,17.8,2.3,734430197
2023,Japan,21.9,4.9,19.0,11,2135.0,49.7,3.2,760660662
2023,Japan,27.7,4.7,18.9,1,1286.0,53.6,1.1,1368121693
2000,Mexico,8.2,5.5,29.2,9,1579.0,30.7,1.4,475061537
2000,Mexico,25.6,3.3,11.5,13,2370.0,63.6,1.0,563852853
2001,Mexico,7.9,8.0,8.9,3,2925.0,26.6,4.0,1326300382
2001,Mexico,15.2,6.2,19.3,14,1878.0,13.3,3.0,162233683
2001,Mexico,10.1,11.2,21.5,0,2077.0,17.9,1.4,131368589
2001,Mexico,17.9,14.9,25.2,8,1388.0,64.6,2.1,207497580
2001,Mexico,18.6,8.0,43.6,9,1677.0,68.9,1.5,791167156
2002,Mexico,11.7,4.6,48.3,3,2895.0,62.5,2.2,202831247
2003,Mexico,24.7,7.4,31.7,9,1365.0,28.0,4.1,106846880
2003,Mexico,5.1,18.0,46.2,12,1110.0,63.3,2.8,237659268
2003,Mexico,31.4,8.5,5.2,0,2222.0,18.0,2.2,562074315
2004,Mexico,34.2,9.7,11.0,7,1096.0,40.0,2.6,1177772833
2005,Mexico,7.2,5.2,33.3,8,1692.0,30.0,1.1,1128035409
2006,Mexico,34.5,3.7,12.3,7,1420.0,27.0,4.1,1017231293
2006,Mexico,6.6,3.1,32.6,4,1862.0,59.8,1.1,1308776395
2007,Mexico,8.6,4.1,21.5,2,880.0,43.6,1.9,1275080026
2008,Mexico,25.1,4.6,7.8,5,2894.0,53.1,2.4,237078466
2009,Mexico,25.5,2.5,30.0,5,2723.0,66.3,3.6,144553139
2010,Mexico,8.3,9.8,39.9,0,873.0,18.7,1.9,1280296355
2010,Mexico,33.8,4.0,43.5,9,2561.0,57.4,1.6,1185883781
2010,Mexico,31.0,16.6,48.9,8,1532.0,40.8,2.9,1388289771
2011,Mexico,11.1,16.8,8.2,5,1099.0,33.4,2.7,250843348
2011,Mexico,23.3,2.3,25.7,0,2976.0,58.3,1.4,877150174
2011,Mexico,6.1,18.4,6.3,11,1217.0,38.4,3.5,1120735671
2011,Mexico,29.1,0.8,33.3,8,2818.0,36.2,4.5,955410877
2011,Mexico,17.4,15.6,27.4,5,2451.0,29.4,1.5,1333450369
2012,Mexico,8.2,16.9,13.6,2,2708.0,51.2,3.2,324319642
2012,Mexico,26.8,12.1,42.1,7,1223.0,33.4,4.4,76892270
2013,Mexico,22.1,5.7,24.9,10,1006.0,47.6,1.5,157599009
2013,Mexico,17.7,3.5,37.5,14,2656.0,62.9,1.8,664661890
2014,Mexico,33.6,15.8,31.4,4,1184.0,54.3,3.9,22094509
2014,Mexico,28.0,16.2,41.2,2,2203.0,53.8,2.1,590386085
2014,Mexico,20.8,17.5,15.7,11,1398.0,63.1,4.6,936223565
2015,Mexico,18.5,10.2,38.4,10,1840.0,53.9,1.4,672570272
2015,Mexico,8.4,14.1,43.7,0,1194.0,69.5,4.1,627755536
2016,Mexico,10.4,18.5,28.3,2,528.0,56.3,1.1,935911975
2016,Mexico,18.4,16.2,40.6,0,1165.0,44.9,3.9,1270499456
2017,Mexico,9.5,3.8,48.2,1,1577.0,63.7,3.4,1216476753
2017,Mexico,31.9,14.8,45.8,0,1812.0,43.4,2.2,1095137353
2017,Mexico,25.7,3.5,35.2,9,1017.0,12.0,2.8,761831829
2017,Mexico,25.6,3.3,32.7,10,2831.0,64.8,2.1,1357107613
2018,Mexico,15.9,7.2,8.7,0,2817.0,12.1,2.8,461954875
2018,Mexico,27.8,11.3,33.6,11,1672.0,55.5,2.5,199412389
2019,Mexico,28.6,2.5,29.9,10,1911.0,60.4,3.8,1121338990
2019,Mexico,6.9,2.7,34.3,11,2794.0,27.9,4.7,782955174
2019,Mexico,29.2,8.4,30.1,9,1769.0,64.2,3.7,1166786685
2020,Mexico,20.2,15.4,14.3,12,1478.0,47.9,2.2,30190953
2021,Mexico,29.5,6.0,5.8,13,1875.0,55.9,1.4,153653744
2021,Mexico,31.5,8.4,42.2,14,914.0,35.9,3.3,1082464871
2021,Mexico,34.3,2.3,43.9,7,651.0,22.3,3.4,1001208309
2021,Mexico,34.2,19.8,9.0,10,2251.0,39.9,4.6,749585197
2022,Mexico,22.4,18.9,7.3,2,844.0,32.6,2.0,722568466
2022,Mexico,34.0,6.8,26.8,6,2991.0,17.6,3.0,1229940655
2023,Mexico,28.5,10.9,27.5,0,2963.0,35.7,3.7,880619657
2023,Mexico,11.5,8.6,8.8,3,582.0,13.2,1.8,866432043
2000,Russia,6.9,4.0,32.3,5,560.0,26.9,4.8,1051785465
2000,Russia,15.1,15.8,37.6,1,1138.0,52.4,5.0,242436875
2001,Russia,19.4,3.0,49.1,7,839.0,66.5,3.0,1035525610
2001,Russia,33.9,12.6,6.7,9,1707.0,21.0,4.8,877308425
2002,Russia,26.4,6.9,36.9,1,2393.0,53.0,2.1,29715260
2002,Russia,32.6,3.4,36.5,2,1891.0,54.1,1.2,367347075
2002,Russia,24.3,7.6,16.6,4,994.0,67.7,3.0,12811984
2002,Russia,24.6,1.1,27.2,14,2800.0,12.8,2.7,216501490
2002,Russia,21.2,8.8,19.4,14,2606.0,49.6,4.0,542400855
2002,Russia,17.4,16.6,47.7,4,1301.0,27.5,1.6,583661545
2002,Russia,23.1,5.7,13.4,2,1484.0,29.7,4.7,246218329
2002,Russia,27.2,3.6,28.5,2,1729.0,34.9,4.8,1117841407
2003,Russia,19.5,17.9,15.5,10,743.0,38.1,3.1,507687964
