Anio,Decada,Pais,Continente,Promedio_temperatura_c,Categoria_temperatura,Emisiones_CO2_TonXHab,Energia_renovable_Pct,Nivel_energia_renovable,Eventos_Extremos,Precipitaciones_mm,Area_Forestal_Pct,Aumento_Nivel_Mar_mm,Poblacion
2013,2010s,Canada,América del Norte,6.0,Fría,14.2,18.3,Bajo,0,1641.0,36.6,2.5,717609187
2014,2010s,Canada,América del Norte,24.8,Cálida,11.7,47.9,Alto,5,2839.0,59.1,1.2,1211830133
2014,2010s,Canada,América del Norte,30.4,Muy cálida,10.9,37.2,Medio,10,692.0,54.7,4.1,778188462
2015,2010s,Canada,América del Norte,25.4,Cálida,4.5,10.9,Bajo,11,2286.0,46.7,4.6,646048990
2016,2010s,Canada,América del Norte,32.2,Muy cálida,2.7,28.1,Medio,3,1179.0,44.8,2.8,343865425
2016,2010s,Canada,América del Norte,9.5,Fría,6.2,38.5,Medio,1,744.0,18.5,3.7,355644712
2016,2010s,Canada,América del Norte,27.3,Cálida,11.1,41.5,Alto,1,2405.0,54.1,3.1,574525178
2016,2010s,Canada,América del Norte,31.2,Muy cálida,8.4,27.9,Medio,2,2972.0,36.3,1.8,695971780
2017,2010s,Canada,América del Norte,16.3,Templada,2.3,17.1,Bajo,9,2458.0,63.9,3.4,1391480145
2017,2010s,Canada,América del Norte,14.7,Templada,12.1,43.6,Alto,5,2098.0,57.5,3.5,1143896678
2018,2010s,Canada,América del Norte,29.8,Cálida,14.5,32.3,Medio,10,1531.0,47.9,1.9,298239516
2018,2010s,Canada,América del Norte,34.0,Muy cálida,1.1,41.8,Alto,0,647.0,29.7,1.6,670245096
2019,2010s,Canada,América del Norte,21.8,Cálida,1.0,5.8,Bajo,1,2524.0,51.0,4.9,1395185778
2019,2010s,Canada,América del Norte,29.5,Cálida,9.5,5.5,Bajo,12,2618.0,53.4,4.6,968769498
2020,2020s,Canada,América del Norte,33.3,Muy cálida,19.4,36.2,Medio,12,2011.0,15.7,4.1,117312606
2021,2020s,Canada,América del Norte,25.1,Cálida,17.0,10.7,Bajo,14,1949.0,12.2,2.0,1268064913
2021,2020s,Canada,América del Norte,13.3,Templada,10.3,13.6,Bajo,9,1045.0,11.7,1.8,347844379
2022,2020s,Canada,América del Norte,28.7,Cálida,5.9,15.9,Bajo,8,2726.0,46.0,2.0,599372628
2023,2020s,Canada,América del Norte,10.7,Templada,10.9,37.4,Medio,12,725.0,27.6,3.5,1243293089
2023,2020s,Canada,América del Norte,28.0,Cálida,8.3,6.5,Bajo,3,1148.0,54.3,5.0,338334548
2023,2020s,Canada,América del Norte,23.4,Cálida,4.5,7.5,Bajo,5,971.0,28.2,3.8,1380296219
2000,2000s,China,Asia,18.3,Templada,3.7,30.9,Medio,13,2090.0,39.3,1.8,521491291
2000,2000s,China,Asia,31.0,Muy cálida,3.4,43.2,Alto,5,1842.0,36.7,3.3,1076162478
2000,2000s,China,Asia,28.8,Cálida,5.2,29.6,Medio,2,1398.0,49.7,1.0,385683145
2000,2000s,China,Asia,26.7,Cálida,15.4,43.0,Alto,1,2066.0,52.4,2.7,784881916
2001,2000s,China,Asia,27.4,Cálida,19.0,42.9,Alto,12,2416.0,19.2,3.9,171927360
2003,2000s,China,Asia,28.3,Cálida,12.3,14.5,Bajo,4,2764.0,40.8,2.6,205087750
2003,2000s,China,Asia,7.5,Fría,9.7,16.6,Bajo,1,1964.0,36.0,1.1,502277267
2003,2000s,China,Asia,33.2,Muy cálida,4.5,9.8,Bajo,12,2718.0,53.2,4.9,1102285590
2003,2000s,China,Asia,7.4,Fría,5.7,44.0,Alto,14,2350.0,42.5,3.5,1134255035
2003,2000s,China,Asia,33.7,Muy cálida,18.6,35.3,Medio,5,2007.0,39.0,1.2,757020571
2004,2000s,China,Asia,21.3,Cálida,10.3,14.5,Bajo,5,1880.0,11.2,3.4,825442314
2004,2000s,China,Asia,33.9,Muy cálida,7.4,40.5,Alto,11,1951.0,26.5,3.0,247496090
2004,2000s,China,Asia,29.8,Cálida,14.6,42.2,Alto,9,2105.0,45.2,2.1,206788510
2004,2000s,China,Asia,10.8,Templada,13.0,40.2,Alto,6,2852.0,22.4,2.4,34357473
2004,2000s,China,Asia,9.9,Fría,9.2,47.4,Alto,0,1498.0,51.3,2.0,350813108
2006,2000s,China,Asia,9.5,Fría,8.3,16.9,Bajo,3,2865.0,47.6,1.1,945299929
2006,2000s,China,Asia,13.5,Templada,12.7,23.5,Medio,10,2626.0,69.4,3.8,1011298802
2007,2000s,China,Asia,20.8,Cálida,1.7,30.4,Medio,10,2251.0,16.8,3.4,1203797363
2007,2000s,China,Asia,8.3,Fría,10.5,12.1,Bajo,6,941.0,45.2,3.7,124297006
2007,2000s,China,Asia,5.4,Fría,13.7,35.1,Medio,12,1857.0,57.6,2.9,115282073
2008,2000s,China,Asia,34.8,Muy cálida,19.8,20.2,Medio,9,904.0,53.5,2.8,1119409767
2010,2010s,China,Asia,11.6,Templada,9.7,31.0,Medio,14,2444.0,60.2,2.1,946279632
2010,2010s,China,Asia,30.9,Muy cálida,12.1,17.0,Bajo,5,2915.0,62.1,2.0,3660891
2010,2010s,China,Asia,13.3,Templada,13.5,36.2,Medio,0,772.0,65.7,3.5,400506741
2011,2010s,China,Asia,6.6,Fría,16.6,34.3,Medio,0,2022.0,44.8,2.3,189064050
2011,2010s,China,Asia,5.6,Fría,3.0,33.3,Medio,9,978.0,14.9,4.8,883572947
2011,2010s,China,Asia,27.1,Cálida,13.7,10.5,Bajo,3,2562.0,44.6,3.4,1024446336
2011,2010s,China,Asia,22.2,Cálida,13.9,33.7,Medio,13,678.0,32.9,3.6,1175564118
2011,2010s,China,Asia,28.4,Cálida,13.0,5.4,Bajo,0,1907.0,42.0,1.9,276902589
2012,2010s,China,Asia,17.2,Templada,11.1,39.7,Medio,8,921.0,67.2,2.8,560862422
2012,2010s,China,Asia,30.0,Muy cálida,15.8,47.2,Alto,6,1007.0,37.8,2.6,144123536
2012,2010s,China,Asia,12.7,Templada,20.0,46.0,Alto,11,2701.0,57.3,4.1,1014597705
2013,2010s,China,Asia,14.4,Templada,1.5,18.6,Bajo,13,1359.0,12.9,4.2,709386257
2014,2010s,China,Asia,7.6,Fría,10.2,10.1,Bajo,1,577.0,12.0,3.2,316387268
2015,2010s,China,Asia,10.1,Templada,18.4,22.0,Medio,10,1087.0,65.6,3.4,1250306574
2015,2010s,China,Asia,20.4,Cálida,15.4,14.2,Bajo,0,1969.0,69.9,1.6,227429665
2015,2010s,China,Asia,28.8,Cálida,11.3,19.4,Bajo,14,1085.0,30.1,3.0,674280911
2016,2010s,China,Asia,32.4,Muy cálida,4.8,31.8,Medio,9,759.0,41.1,3.2,1358197397
2016,2010s,China,Asia,16.9,Templada,10.0,41.8,Alto,3,2669.0,24.3,1.5,776918225
2016,2010s,China,Asia,10.1,Templada,2.8,39.8,Medio,12,2595.0,17.7,3.5,733130914
2016,2010s,China,Asia,19.9,Templada,1.1,30.2,Medio,9,1034.0,56.7,1.9,438565972
2017,2010s,China,Asia,16.9,Templada,15.9,23.3,Medio,4,1297.0,53.3,2.6,456955256
2017,2010s,China,Asia,15.7,Templada,9.7,35.1,Medio,13,2019.0,41.0,1.8,305543477
2017,2010s,China,Asia,23.5,Cálida,2.5,33.9,Medio,9,652.0,35.3,4.4,165154106
2017,2010s,China,Asia,29.8,Cálida,11.4,46.7,Alto,6,2868.0,59.2,4.2,600974146
2018,2010s,China,Asia,19.4,Templada,5.5,12.4,Bajo,5,1936.0,56.3,3.3,275361525
2018,2010s,China,Asia,22.3,Cálida,6.4,47.1,Alto,11,1950.0,39.4,4.0,563892519
2018,2010s,China,Asia,14.7,Templada,13.0,17.9,Bajo,14,690.0,62.3,2.2,931316975
2018,2010s,China,Asia,24.8,Cálida,4.7,25.7,Medio,14,2105.0,16.5,1.9,341648458
2018,2010s,China,Asia,18.1,Templada,11.4,23.9,Medio,5,1802.0,64.6,1.9,792341941
2018,2010s,China,Asia,34.4,Muy cálida,15.8,37.8,Medio,13,2734.0,50.3,3.6,305046905
2019,2010s,China,Asia,31.7,Muy cálida,12.9,6.8,Bajo,1,1891.0,50.2,2.4,136202316
2019,2010s,China,Asia,10.0,Templada,16.4,35.5,Medio,0,2298.0,55.7,3.5,608237759
2020,2020s,China,Asia,32.3,Muy cálida,1.4,49.4,Alto,12,2100.0,47.2,2.7,1202028857
2020,2020s,China,Asia,19.1,Templada,19.8,12.8,Bajo,0,2152.0,24.1,4.0,1074542897
2020,2020s,China,Asia,22.7,Cálida,3.2,19.4,Bajo,0,812.0,44.8,4.1,491426196
2020,2020s,China,Asia,11.8,Templada,16.8,45.0,Alto,8,2881.0,43.8,4.0,573451526
2020,2020s,China,Asia,10.2,Templada,17.1,27.3,Medio,9,2227.0,67.1,1.1,738275078
2021,2020s,China,Asia,29.7,Cálida,12.6,44.0,Alto,9,890.0,31.3,2.1,334345649
2021,2020s,China,Asia,18.3,Templada,10.8,28.7,Medio,7,2177.0,29.6,3.1,393241030
2021,2020s,China,Asia,14.4,Templada,14.3,29.7,Medio,13,1298.0,60.7,4.3,222866661
2022,2020s,China,Asia,22.8,Cálida,17.2,25.3,Medio,2,1890.0,61.3,1.8,97623054
2022,2020s,China,Asia,17.9,Templada,13.7,21.9,Medio,12,2255.0,53.8,4.4,804974926
2022,2020s,China,Asia,28.6,Cálida,8.9,35.9,Medio,13,1864.0,30.4,3.6,1090719866
2023,2020s,China,Asia,22.5,Cálida,6.6,16.4,Bajo,13,1088.0,67.7,3.8,554504868
2023,2020s,China,Asia,12.0,Templada,16.9,21.0,Medio,3,2520.0,59.9,2.8,508830032
2023,2020s,China,Asia,28.8,Cálida,4.5,33.8,Medio,9,1108.0,47.2,3.7,1180278134
2000,2000s,France,Europa,12.6,Templada,19.9,29.6,Medio,14,1056.0,41.8,1.3,400673293
2000,2000s,France,Europa,28.3,Cálida,4.8,24.4,Medio,6,1990.0,52.9,3.4,61481382
2000,2000s,France,Europa,8.9,Fría,19.1,44.7,Alto,14,2413.0,54.4,3.7,178651192
2001,2000s,France,Europa,27.0,Cálida,13.3,38.5,Medio,14,2989.0,64.6,4.4,1018260723
2002,2000s,France,Europa,9.4,Fría,19.0,7.0,Bajo,2,2202.0,57.0,3.7,1080854924
2002,2000s,France,Europa,30.4,Muy cálida,11.9,32.8,Medio,1,2878.0,44.3,4.7,193419191
2002,2000s,France,Europa,30.8,Muy cálida,19.3,25.6,Medio,6,2408.0,14.5,2.6,1193787532
2003,2000s,France,Europa,25.8,Cálida,11.0,33.2,Medio,14,1319.0,27.9,4.0,458944956
2003,2000s,France,Europa,19.5,Templada,11.6,26.8,Medio,13,610.0,60.3,4.2,413929509
2003,2000s,France,Europa,11.0,Templada,7.1,34.3,Medio,14,1207.0,23.5,2.8,1151159927
2004,2000s,France,Europa,31.4,Muy cálida,15.6,10.7,Bajo,11,2321.0,34.1,1.2,663371850
2004,2000s,France,Europa,10.0,Templada,5.8,7.4,Bajo,3,1488.0,58.3,3.5,1182846641
2005,2000s,France,Europa,29.7,Cálida,18.6,21.5,Medio,11,1501.0,63.4,2.5,1030270792
2006,2000s,France,Europa,24.7,Cálida,16.7,20.4,Medio,8,1769.0,13.3,2.8,730089798
2006,2000s,France,Europa,9.8,Fría,16.0,47.8,Alto,1,1664.0,23.3,2.7,1278299069
2006,2000s,France,Europa,14.7,Templada,13.5,42.9,Alto,2,2138.0,26.2,3.8,690916097
2007,2000s,France,Europa,21.3,Cálida,5.5,48.5,Alto,1,2327.0,69.0,2.4,141991057
2007,2000s,France,Europa,34.8,Muy cálida,17.1,27.2,Medio,12,1964.0,66.6,2.8,1335512175
2007,2000s,France,Europa,25.4,Cálida,7.1,8.3,Bajo,11,2438.0,62.5,4.1,444435735
2008,2000s,France,Europa,7.9,Fría,12.9,39.5,Medio,12,1096.0,68.9,2.7,148647462
2008,2000s,France,Europa,6.5,Fría,11.0,44.7,Alto,10,526.0,47.6,1.4,76154255
2008,2000s,France,Europa,24.6,Cálida,18.3,20.5,Medio,13,2851.0,58.9,2.3,460686642
2009,2000s,France,Europa,8.4,Fría,17.9,39.3,Medio,5,839.0,57.1,1.6,619079995
2010,2010s,France,Europa,14.0,Templada,2.9,17.1,Bajo,14,1085.0,65.9,2.1,218199220
2011,2010s,France,Europa,21.7,Cálida,5.2,33.1,Medio,14,1181.0,54.4,2.6,1214544133
2012,2010s,France,Europa,28.4,Cálida,3.2,42.4,Alto,6,871.0,12.7,4.8,226805324
2012,2010s,France,Europa,6.3,Fría,10.1,24.6,Medio,14,1347.0,55.8,1.1,1318582449
2012,2010s,France,Europa,27.7,Cálida,17.8,17.1,Bajo,3,2122.0,52.3,1.9,1117897844
2012,2010s,France,Europa,5.2,Fría,2.8,17.2,Bajo,3,1742.0,11.1,2.1,313545957
2012,2010s,France,Europa,5.9,Fría,4.6,5.1,Bajo,10,979.0,36.8,2.6,699195057
2013,2010s,France,Europa,8.7,Fría,6.1,30.5,Medio,12,2039.0,21.3,3.1,72414944
2013,2010s,France,Europa,12.7,Templada,9.8,47.6,Alto,0,1658.0,40.0,3.9,1199331484
2013,2010s,France,Europa,23.2,Cálida,19.0,31.6,Medio,13,1287.0,24.4,4.7,458035062
2014,2010s,France,Europa,33.9,Muy cálida,2.8,33.3,Medio,9,1241.0,35.5,2.2,441101758
2014,2010s,France,Europa,15.8,Templada,14.1,35.6,Medio,3,2282.0,53.0,2.7,1280929698
2014,2010s,France,Europa,26.2,Cálida,16.9,8.2,Bajo,3,2744.0,26.3,1.0,140376298
2014,2010s,France,Europa,34.7,Muy cálida,8.2,23.6,Medio,14,1884.0,16.3,4.2,81521377
2014,2010s,France,Europa,14.7,Templada,5.4,24.1,Medio,13,2933.0,20.3,4.7,1151040277
2014,2010s,France,Europa,25.6,Cálida,6.2,27.1,Medio,11,645.0,25.0,1.0,93966977
2014,2010s,France,Europa,16.7,Templada,7.8,27.6,Medio,14,2666.0,20.3,4.1,1139899651
2015,2010s,France,Europa,29.6,Cálida,1.3,48.9,Alto,8,1290.0,21.2,4.7,1379671819
2015,2010s,France,Europa,19.3,Templada,8.3,37.1,Medio,13,824.0,14.2,2.3,826741489
2015,2010s,France,Europa,13.9,Templada,17.6,24.9,Medio,9,2214.0,24.2,2.3,907108797
2015,2010s,France,Europa,30.6,Muy cálida,4.1,16.3,Bajo,13,2259.0,38.5,4.3,833635961
2015,2010s,France,Europa,14.4,Templada,10.2,5.7,Bajo,13,2527.0,58.3,4.2,618908216
2016,2010s,France,Europa,32.6,Muy cálida,18.1,49.5,Alto,10,1545.0,64.8,4.0,333230308
2017,2010s,France,Europa,28.0,Cálida,7.4,20.0,Medio,3,2684.0,32.5,2.8,1280061358
2017,2010s,France,Europa,15.3,Templada,0.6,46.4,Alto,3,2181.0,55.0,2.9,342901215
2018,2010s,France,Europa,23.2,Cálida,12.1,5.6,Bajo,11,764.0,53.4,4.6,863465591
2018,2010s,France,Europa,18.8,Templada,3.9,23.5,Medio,10,1617.0,27.7,2.9,955697187
2018,2010s,France,Europa,24.8,Cálida,5.4,24.9,Medio,5,2620.0,44.9,4.1,1267230374
2019,2010s,France,Europa,12.7,Templada,16.6,15.5,Bajo,8,2548.0,54.0,4.4,358801890
2019,2010s,France,Europa,29.4,Cálida,16.2,23.9,Medio,5,1537.0,32.4,1.8,57650147
2019,2010s,France,Europa,28.5,Cálida,12.3,41.4,Alto,14,2720.0,60.5,3.2,1331017695
2020,2020s,France,Europa,5.1,Fría,8.5,50.0,Alto,7,1315.0,41.3,4.3,943264951
2021,2020s,France,Europa,21.9,Cálida,7.1,37.9,Medio,4,2401.0,52.4,2.3,680925261
2021,2020s,France,Europa,5.5,Fría,7.7,25.5,Medio,10,2423.0,16.3,4.8,940617342
2021,2020s,France,Europa,10.4,Templada,13.8,7.9,Bajo,11,2644.0,28.6,2.3,1148375055
2021,2020s,France,Europa,17.9,Templada,19.6,43.4,Alto,8,2426.0,11.9,2.4,885256390
2021,2020s,France,Europa,11.8,Templada,5.0,37.8,Medio,11,1133.0,16.3,4.1,769315232
2022,2020s,France,Europa,12.1,Templada,8.2,7.2,Bajo,9,882.0,39.6,4.4,24043592
2022,2020s,France,Europa,20.2,Cálida,17.4,42.9,Alto,1,2412.0,38.2,3.1,797324959
2023,2020s,France,Europa,9.8,Fría,10.9,33.7,Medio,3,545.0,49.3,4.9,1311466901
2023,2020s,France,Europa,21.4,Cálida,11.2,36.5,Medio,13,926.0,15.5,4.9,343707677
2023,2020s,France,Europa,31.9,Muy cálida,19.9,38.3,Medio,9,907.0,28.8,4.2,1004488364
2023,2020s,France,Europa,15.9,Templada,4.5,30.7,Medio,4,643.0,25.2,3.2,373729923
2000,2000s,Germany,Europa,5.1,Fría,11.2,33.7,Medio,6,2378.0,69.2,1.6,495220820
2000,2000s,Germany,Europa,14.4,Templada,0.7,30.8,Medio,5,2904.0,15.6,1.3,1357011909
2001,2000s,Germany,Europa,15.3,Templada,2.2,23.8,Medio,11,1856.0,50.5,3.9,573710142
2001,2000s,Germany,Europa,23.6,Cálida,3.7,25.7,Medio,0,2144.0,46.7,4.0,293218023
2001,2000s,Germany,Europa,34.7,Muy cálida,4.7,24.9,Medio,0,1504.0,36.9,4.4,1377569278
2001,2000s,Germany,Europa,19.2,Templada,16.3,8.9,Bajo,13,1305.0,45.7,3.9,1178735383
2001,2000s,Germany,Europa,6.3,Fría,6.7,26.2,Medio,11,2378.0,50.7,3.2,1119422832
2001,2000s,Germany,Europa,30.3,Muy cálida,9.7,18.7,Bajo,14,2257.0,50.3,5.0,16901724
2002,2000s,Germany,Europa,8.1,Fría,19.7,37.3,Medio,10,2905.0,28.1,1.8,1254853974
2002,2000s,Germany,Europa,23.5,Cálida,18.0,17.1,Bajo,0,1413.0,64.8,1.8,512192626
2003,2000s,Germany,Europa,30.5,Muy cálida,7.7,19.4,Bajo,10,2871.0,33.5,3.0,1038669571
2004,2000s,Germany,Europa,18.0,Templada,17.3,8.8,Bajo,8,1441.0,63.6,4.0,440663289
2004,2000s,Germany,Europa,28.1,Cálida,18.9,49.4,Alto,3,1015.0,66.2,4.7,806325524
2004,2000s,Germany,Europa,8.7,Fría,3.1,48.5,Alto,14,1393.0,43.4,3.6,1200864257
2004,2000s,Germany,Europa,13.5,Templada,12.7,41.3,Alto,1,2794.0,66.8,3.6,489265598
2005,2000s,Germany,Europa,22.6,Cálida,10.6,5.6,Bajo,11,723.0,53.3,4.0,1345594489
2005,2000s,Germany,Europa,27.2,Cálida,6.0,25.2,Medio,6,2297.0,36.2,2.9,950422541
2005,2000s,Germany,Europa,32.0,Muy cálida,16.6,25.4,Medio,10,1046.0,61.6,2.0,1374002297
2006,2000s,Germany,Europa,25.0,Cálida,7.9,19.2,Bajo,1,1605.0,22.6,4.6,703458181
2007,2000s,Germany,Europa,26.9,Cálida,5.6,12.5,Bajo,4,1743.0,17.4,2.4,124079175
2007,2000s,Germany,Europa,11.0,Templada,17.6,42.9,Alto,3,2906.0,50.7,1.7,1179622755
2007,2000s,Germany,Europa,33.5,Muy cálida,7.9,30.5,Medio,7,719.0,49.5,4.3,427187850
2007,2000s,Germany,Europa,9.8,Fría,9.8,34.0,Medio,13,1592.0,61.5,3.8,637933053
2007,2000s,Germany,Europa,21.0,Cálida,13.8,14.7,Bajo,10,2855.0,22.2,2.9,1064569796
2007,2000s,Germany,Europa,20.6,Cálida,2.1,8.3,Bajo,0,1066.0,20.1,3.7,57953426
2007,2000s,Germany,Europa,17.6,Templada,3.3,43.8,Alto,10,737.0,46.5,1.4,423388217
2008,2000s,Germany,Europa,28.1,Cálida,3.7,10.7,Bajo,9,2223.0,66.0,1.4,333786819
2009,2000s,Germany,Europa,6.3,Fría,0.5,49.3,Alto,3,1801.0,37.5,1.1,64317241
2009,2000s,Germany,Europa,18.1,Templada,1.2,30.8,Medio,0,967.0,54.1,3.7,1267782685
2009,2000s,Germany,Europa,10.7,Templada,18.2,13.5,Bajo,0,1850.0,29.7,2.4,1303590308
2009,2000s,Germany,Europa,34.3,Muy cálida,15.8,19.8,Bajo,13,1388.0,48.9,1.3,1280706662
2009,2000s,Germany,Europa,23.0,Cálida,9.9,47.6,Alto,8,629.0,25.7,1.3,1082501828
2009,2000s,Germany,Europa,19.4,Templada,2.4,22.4,Medio,5,2592.0,67.3,1.7,814653356
2010,2010s,Germany,Europa,24.9,Cálida,11.2,40.7,Alto,10,1841.0,21.9,1.4,63908951
2011,2010s,Germany,Europa,24.1,Cálida,17.3,41.0,Alto,3,2854.0,19.8,2.1,398407112
2012,2010s,Germany,Europa,23.4,Cálida,10.9,46.2,Alto,2,790.0,21.0,2.5,1108141910
2012,2010s,Germany,Europa,19.0,Templada,9.3,11.6,Bajo,13,1684.0,62.7,3.1,539924174
2013,2010s,Germany,Europa,17.9,Templada,4.8,19.4,Bajo,13,1198.0,17.7,4.6,226407206
2014,2010s,Germany,Europa,21.7,Cálida,17.7,48.6,Alto,10,688.0,50.4,2.9,598463676
2015,2010s,Germany,Europa,22.6,Cálida,12.3,48.4,Alto,13,2354.0,13.0,3.8,55182052
2015,2010s,Germany,Europa,25.2,Cálida,1.5,42.6,Alto,8,572.0,66.0,2.3,217257105
2015,2010s,Germany,Europa,8.7,Fría,1.3,39.3,Medio,11,1715.0,49.2,2.2,907925675
2016,2010s,Germany,Europa,29.9,Cálida,6.9,21.4,Medio,9,2157.0,38.9,4.0,597867288
2016,2010s,Germany,Europa,18.3,Templada,4.8,32.0,Medio,4,2373.0,56.1,4.1,1180680940
2017,2010s,Germany,Europa,29.7,Cálida,19.4,37.5,Medio,13,2479.0,16.3,3.7,770503180
2017,2010s,Germany,Europa,9.0,Fría,17.0,29.2,Medio,10,1326.0,69.1,2.8,934953242
2018,2010s,Germany,Europa,30.1,Muy cálida,2.1,12.2,Bajo,9,1246.0,58.8,3.5,791466287
2018,2010s,Germany,Europa,7.6,Fría,14.6,8.5,Bajo,8,1418.0,34.9,2.1,1255100522
2018,2010s,Germany,Europa,22.3,Cálida,18.3,46.8,Alto,0,1234.0,24.9,3.2,1016644563
2018,2010s,Germany,Europa,27.0,Cálida,5.3,10.8,Bajo,8,2342.0,34.2,1.5,791709171
2019,2010s,Germany,Europa,8.3,Fría,4.5,41.3,Alto,8,2101.0,29.2,4.3,567106041
2021,2020s,Germany,Europa,23.9,Cálida,13.1,49.5,Alto,7,1081.0,51.9,3.9,1298244488
2021,2020s,Germany,Europa,16.2,Templada,10.4,37.1,Medio,5,1731.0,47.3,3.0,652730854
2022,2020s,Germany,Europa,12.4,Templada,19.1,9.2,Bajo,1,1961.0,25.1,2.8,272039781
2022,2020s,Germany,Europa,22.9,Cálida,14.9,44.6,Alto,8,654.0,10.5,3.3,1331115761
2022,2020s,Germany,Europa,27.0,Cálida,19.6,44.4,Alto,3,1338.0,47.9,2.5,990503091
2022,2020s,Germany,Europa,21.5,Cálida,6.4,19.5,Bajo,3,1349.0,63.3,1.3,248771060
2022,2020s,Germany,Europa,13.7,Templada,1.8,45.3,Alto,10,2238.0,23.4,1.8,630704719
2023,2020s,Germany,Europa,32.4,Muy cálida,12.0,6.0,Bajo,2,1832.0,50.9,1.5,555356797
2023,2020s,Germany,Europa,13.2,Templada,16.5,7.5,Bajo,6,1401.0,38.8,1.5,538799164
2023,2020s,Germany,Europa,18.3,Templada,4.2,40.2,Alto,1,2976.0,52.5,3.0,1017684486
2000,2000s,India,Asia,20.9,Cálida,15.9,26.4,Medio,8,1100.0,61.3,2.6,1237433800
2000,2000s,India,Asia,15.1,Templada,18.4,10.2,Bajo,11,645.0,18.5,4.5,104256346
2000,2000s,India,Asia,16.7,Templada,8.2,5.8,Bajo,3,1687.0,50.7,4.7,349817800
2000,2000s,India,Asia,32.3,Muy cálida,6.5,36.8,Medio,8,1066.0,17.5,1.2,211473371
2001,2000s,India,Asia,20.8,Cálida,1.0,23.5,Medio,1,2112.0,29.3,3.8,42474142
2001,2000s,India,Asia,9.3,Fría,14.8,14.0,Bajo,9,997.0,21.8,3.1,874069049
2002,2000s,India,Asia,32.0,Muy cálida,15.0,15.7,Bajo,0,1313.0,28.3,4.6,1104495874
2002,2000s,India,Asia,30.5,Muy cálida,13.5,7.3,Bajo,5,2887.0,47.2,1.8,377355052
2002,2000s,India,Asia,17.6,Templada,6.6,27.9,Medio,11,1851.0,27.9,4.5,40236300
2002,2000s,India,Asia,29.3,Cálida,7.4,48.6,Alto,13,1342.0,59.5,3.5,866716200
2002,2000s,India,Asia,12.8,Templada,1.4,7.2,Bajo,6,1420.0,68.1,1.2,457184922
2002,2000s,India,Asia,8.5,Fría,0.8,29.5,Medio,0,1857.0,53.8,5.0,986237569
2003,2000s,India,Asia,18.9,Templada,19.0,43.3,Alto,12,1990.0,11.5,4.4,322675191
2003,2000s,India,Asia,6.4,Fría,9.4,28.9,Medio,7,1573.0,36.8,3.8,9918562
2003,2000s,India,Asia,7.7,Fría,19.6,36.2,Medio,4,600.0,53.3,3.0,142785204
2004,2000s,India,Asia,33.3,Muy cálida,17.5,40.9,Alto,13,690.0,48.3,2.9,357936501
2004,2000s,India,Asia,19.4,Templada,16.8,8.0,Bajo,1,2636.0,40.4,4.4,990213564
2004,2000s,India,Asia,9.5,Fría,9.9,42.6,Alto,5,2410.0,33.8,2.8,668910266
2004,2000s,India,Asia,22.6,Cálida,9.9,39.0,Medio,14,624.0,18.1,1.0,200614447
2005,2000s,India,Asia,7.7,Fría,6.1,21.3,Medio,9,1219.0,21.7,4.0,588745515
2005,2000s,India,Asia,32.5,Muy cálida,2.5,39.0,Medio,0,1126.0,53.6,1.3,471324215
2005,2000s,India,Asia,7.8,Fría,12.9,31.0,Medio,12,1660.0,41.7,1.0,20339904
2005,2000s,India,Asia,11.8,Templada,12.3,31.4,Medio,3,1324.0,24.4,1.1,1011963413
2005,2000s,India,Asia,34.9,Muy cálida,7.8,23.7,Medio,8,1959.0,58.2,3.3,442386268
2005,2000s,India,Asia,24.7,Cálida,10.6,12.2,Bajo,13,691.0,67.4,1.4,776502158
2005,2000s,India,Asia,34.8,Muy cálida,15.8,12.4,Bajo,1,1910.0,51.9,1.3,1287584579
2005,2000s,India,Asia,17.4,Templada,2.0,41.2,Alto,8,1462.0,42.6,4.2,13350251
2006,2000s,India,Asia,16.4,Templada,5.4,31.8,Medio,11,2452.0,22.6,3.7,30380783
2007,2000s,India,Asia,22.8,Cálida,9.1,41.0,Alto,13,1143.0,18.9,1.9,1223349324
2007,2000s,India,Asia,34.0,Muy cálida,18.1,6.8,Bajo,14,1628.0,43.6,2.2,522918956
2007,2000s,India,Asia,31.2,Muy cálida,7.8,23.8,Medio,12,2077.0,18.1,1.4,403372362
2008,2000s,India,Asia,16.3,Templada,18.7,47.8,Alto,2,2141.0,30.2,4.8,281361562
2009,2000s,India,Asia,23.1,Cálida,7.0,20.8,Medio,6,2730.0,58.8,2.4,928647198
2009,2000s,India,Asia,23.4,Cálida,15.8,8.3,Bajo,0,777.0,53.4,4.6,534063088
2011,2010s,India,Asia,10.3,Templada,4.5,28.6,Medio,0,1530.0,62.0,4.8,575572757
2012,2010s,India,Asia,14.4,Templada,11.8,42.1,Alto,13,1390.0,23.5,1.9,1366390185
2012,2010s,India,Asia,17.7,Templada,8.3,29.3,Medio,7,563.0,60.1,4.9,294913021
2012,2010s,India,Asia,5.4,Fría,11.7,29.9,Medio,8,2011.0,25.6,4.4,574018793
2013,2010s,India,Asia,28.8,Cálida,10.8,48.5,Alto,0,1404.0,15.7,1.5,867702697
2013,2010s,India,Asia,14.5,Templada,18.2,43.0,Alto,8,1231.0,37.6,2.7,1063134918
2014,2010s,India,Asia,21.9,Cálida,4.2,29.0,Medio,10,2263.0,28.6,4.2,757754968
